name,type,atrophy,behavior,cognitive,alertnesss,coordination,cranial_nerve,dysautonomia,EOMS,fatigue,gait,head,hyperkinesia,hyperreflexia,hypertonia,hypokinesia,hyporeflexia,hypotonia,neck,pain,seizure,sensory,skin,speech,sphincter,tremor,vision,weakness,misc
Congenital_cataract_hypertrophic_cardiomyopathy_mitochondrial_myopathy_syndrome,myopathy,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Distal_myopathy_with_posterior_leg_and_anterior_hand_involvement,myopathy,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
Spinocerebellar_ataxia_type_1,ataxia,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1
Microcephaly_cardiomyopathy_syndrome,myopathy,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Spinocerebellar_ataxia_type_30,ataxia,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Typical_nemaline_myopathy,myopathy,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
Muscle_eye_brain_disease_with_bilateral_multicystic_leucodystrophy,myopathy,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Cerebellar_ataxia_with_neuropathy_and_bilateral_vestibular_areflexia_syndrome,ataxia,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0
Autosomal_dominant_cerebellar_ataxia_deafness_narcolepsy_syndrome,ataxia,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0
Congenital_cerebellar_ataxia_due_to_RNU12_mutation,ataxia,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
Benign_paroxysmal_tonic_upgaze_of_childhood_with_ataxia,ataxia,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Episodic_ataxia_type_6,ataxia,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
Autosomal_dominant_Charcot_Marie_Tooth_disease_type_2K,CMT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
Autosomal_recessive_cerebellar_ataxia_pyramidal_signs_nystagmus_oculomotor_apraxia_syndrome,ataxia,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
Charcot_Marie_Tooth_disease_type_4C,CMT,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,1
Spinocerebellar_ataxia_type_4,ataxia,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
Hereditary_myopathy_with_early_respiratory_failure,myopathy,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Progressive_supranuclear_palsy_parkinsonism_syndrome,Parkinson,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Myoclonus_cerebellar_ataxia_deafness_syndrome,ataxia,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
Adult_onset_dystonia_parkinsonism,Parkinson,0,1,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Spinocerebellar_ataxia_type_41,ataxia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bethlem_myopathy,myopathy,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Zebra_body_myopathy,myopathy,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Spinocerebellar_ataxia_type_20,ataxia,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Episodic_ataxia_type_5,ataxia,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Charcot_Marie_Tooth_disease_type_1B,CMT,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1
Congenital_fiber_type_disproportion_myopathy,myopathy,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1
Spinocerebellar_ataxia_type_23,ataxia,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Cardiomyopathy_hypotonia_lactic_acidosis_syndrome,myopathy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Autosomal_recessive_spastic_ataxia_with_leukoencephalopathy,ataxia,0,0,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Infantile_dystonia_parkinsonism,Parkinson,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Familial_isolated_restrictive_cardiomyopathy,myopathy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Charcot_Marie_Tooth_disease_type_1A,CMT,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1
Miyoshi_myopathy,myopathy,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1
Amish_nemaline_myopathy,myopathy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Acute_infantile_liver_failure_cerebellar_ataxia_peripheral_sensory_motor_neuropathy_syndrome,ataxia,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0
Ataxia_with_vitamin_E_deficiency,ataxia,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,1
Spinocerebellar_ataxia_type_21,ataxia,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Fragile_X_associated_tremor/ataxia_syndrome,ataxia,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,0,1,1
Spinocerebellar_degeneration_corneal_dystrophy_syndrome,ataxia,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Pure_mitochondrial_myopathy,myopathy,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
Distal_myopathy_Tateyama_type,myopathy,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1
Late_onset_distal_myopathy_Markesbery_Griggs_type,myopathy,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
X_linked_parkinsonism_spasticity_syndrome,Parkinson,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Spinocerebellar_ataxia_type_5,ataxia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Early_onset_cerebellar_ataxia_with_retained_tendon_reflexes,ataxia,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0
X_linked_progressive_cerebellar_ataxia,ataxia,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
Peripheral_neuropathy_myopathy_hoarseness_hearing_loss_syndrome,myopathy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
Autosomal_dominant_congenital_benign_spinal_muscular_atrophy,myopathy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Autosomal_dominant_cerebellar_ataxia,ataxia,1,0,1,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,1,1,1,0
Postencephalitic_parkinsonism,Parkinson,0,1,1,1,0,1,0,1,0,0,0,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0,1,1
Caribbean_parkinsonism,Parkinson,0,1,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Autosomal_recessive_spastic_ataxia_optic_atrophy_dysarthria_syndrome,ataxia,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
Glycogen_storage_disease_due_to_muscle_phosphofructokinase_deficiency,myopathy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Ataxia_oculomotor_apraxia_type_1,ataxia,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charcot_Marie_Tooth_disease_type_2B1,CMT,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
Cerebellar_ataxia_areflexia_pes_cavus_optic_atrophy_sensorineural_hearing_loss_syndrome,ataxia,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
BICD2_related_autosomal_dominant_childhood_onset_proximal_spinal_muscular_atrophy,myopathy,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
Laing_early_onset_distal_myopathy,myopathy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
Adult_onset_nemaline_myopathy,myopathy,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1
Autosomal_recessive_spinocerebellar_ataxia_blindness_deafness_syndrome,ataxia,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
Adenylosuccinate_synthetase_like_1_related_distal_myopathy,myopathy,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
X_linked_Charcot_Marie_Tooth_disease_type_1,CMT,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
Hereditary_continuous_muscle_fiber_activity,myopathy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Multiminicore_myopathy,myopathy,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Spinocerebellar_ataxia_type_14,ataxia,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
Neutral_lipid_storage_myopathy,myopathy,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1
Infantile_onset_spinocerebellar_ataxia,ataxia,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Episodic_ataxia_with_slurred_speech,ataxia,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
Familial_dilated_cardiomyopathy,myopathy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Congenital_multicore_myopathy_with_external_ophthalmoplegia,myopathy,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Episodic_ataxia_type_4,ataxia,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Charcot_Marie_Tooth_disease_type_4A,CMT,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1
Classic_multiminicore_myopathy,myopathy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
Autosomal_recessive_congenital_cerebellar_ataxia_due_to_GRID2_deficiency,ataxia,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Early_onset_progressive_diffuse_brain_atrophy_microcephaly_muscle_weakness_optic_atrophy_syndrome,myopathy,1,0,1,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,1,1
Tubular_aggregate_myopathy,myopathy,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Spinocerebellar_ataxia_type_27,ataxia,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
Episodic_ataxia_type_3,ataxia,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Tako_Tsubo_cardiomyopathy,myopathy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Friedreich_ataxia,ataxia,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,1,1,1,0
Spinocerebellar_ataxia_type_40,ataxia,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Myopathy_and_diabetes_mellitus,myopathy,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1
Distal_myopathy_with_anterior_tibial_onset,myopathy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
Episodic_ataxia_type_7,ataxia,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
Benign_Samaritan_congenital_myopathy,myopathy,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
Immune_mediated_necrotizing_myopathy,myopathy,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
Ataxia_hypogonadism_choroidal_dystrophy_syndrome,ataxia,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spinocerebellar_ataxia_dysmorphism_syndrome,ataxia,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
Posterior_column_ataxia_retinitis_pigmentosa_syndrome,ataxia,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,1
X_linked_Charcot_Marie_Tooth_disease_type_6,CMT,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
Mitochondrial_DNA_depletion_syndrome_encephalomyopathic_form_with_methylmalonic_aciduria,myopathy,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
Oculopharyngodistal_myopathy,myopathy,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
Neuralgic_amyotrophy,myopathy,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1
Lethal_ataxia_with_deafness_and_optic_atrophy,ataxia,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1
Distal_nebulin_myopathy,myopathy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Spinocerebellar_ataxia_type_26,ataxia,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Cerebellar_ataxia_hypogonadism_syndrome,ataxia,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
Hemiparkinsonism_hemiatrophy_syndrome,Parkinson,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
Ataxia_photosensitivity_short_stature_syndrome,ataxia,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
Glycogen_storage_disease_with_severe_cardiomyopathy_due_to_glycogenin_deficiency,myopathy,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Autosomal_dominant_Charcot_Marie_Tooth_disease_type_2E,CMT,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Spinocerebellar_ataxia_type_37,ataxia,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Spinocerebellar_ataxia_type_29,ataxia,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
Glycogen_storage_disease_due_to_liver_and_muscle_phosphorylase_kinase_deficiency,myopathy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
Mitochondrial_DNA_depletion_syndrome_myopathic_form,myopathy,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1
Spinocerebellar_ataxia_type_35,ataxia,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
Ataxia_tapetoretinal_degeneration_syndrome,ataxia,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Autosomal_dominant_spastic_ataxia_type_1,ataxia,1,0,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Tremor_ataxia_central_hypomyelination_syndrome,ataxia,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1
Vocal_cord_and_pharyngeal_distal_myopathy,myopathy,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1
X_linked_Charcot_Marie_Tooth_disease_type_4,CMT,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
Autosomal_recessive_cerebellar_ataxia_due_to_CWF19L1_deficiency,ataxia,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
Familial_dilated_cardiomyopathy_with_conduction_defect_due_to_LMNA_mutation,myopathy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Spinocerebellar_ataxia_type_17,ataxia,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Carnitine_palmitoyl_transferase_II_deficiency_myopathic_form,myopathy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Pyomyositis,myopathy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Dilated_cardiomyopathy_with_ataxia,myopathy,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Muscle_eye_brain_disease,myopathy,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1
Childhood_onset_autosomal_recessive_slowly_progressive_spinocerebellar_ataxia,ataxia,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
Recessive_mitochondrial_ataxia_syndrome,ataxia,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1
X_linked_spinocerebellar_ataxia_type_3,ataxia,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Muscular_atrophy_ataxia_retinitis_pigmentosa_diabetes_mellitus_syndrome,ataxia,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Early_onset_progressive_encephalopathy_spastic_ataxia_distal_spinal_muscular_atrophy_syndrome,myopathy,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
Histiocytoid_cardiomyopathy,myopathy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
